i,j,k,x,y,z,dx,dy,dz,primary_material,primary_fraction,secondary_material,secondary_fraction,surface_material,total_fraction,cell_volume,remaining_volume
2,5,5,10.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,5,5,15.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,5,5,20.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,5,5,25.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,5,5,30.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,5,5,35.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,5,5,40.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,5,5,45.000000,25.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,6,5,0.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,6,5,5.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,6,5,10.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,6,5,15.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,6,5,20.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,6,5,25.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,6,5,30.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,6,5,35.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,6,5,40.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,6,5,45.000000,30.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,7,5,0.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,7,5,5.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,7,5,10.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,7,5,15.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,7,5,20.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,7,5,25.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,7,5,30.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,7,5,35.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,7,5,40.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,7,5,45.000000,35.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,8,5,0.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,8,5,5.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,8,5,10.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,8,5,15.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,8,5,20.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,8,5,25.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,8,5,30.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,8,5,35.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,8,5,40.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,8,5,45.000000,40.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,9,5,0.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,9,5,5.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,9,5,10.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,9,5,15.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,9,5,20.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,9,5,25.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,9,5,30.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,9,5,35.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,9,5,40.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,9,5,45.000000,45.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,0,6,0.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,0,6,5.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,0,6,10.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,0,6,15.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,0,6,20.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,0,6,25.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,0,6,30.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,0,6,35.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,0,6,40.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,0,6,45.000000,0.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,1,6,0.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,1,6,5.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,1,6,10.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,1,6,15.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,1,6,20.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,1,6,25.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,1,6,30.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,1,6,35.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,1,6,40.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,1,6,45.000000,5.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,2,6,0.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,2,6,5.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,2,6,10.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,2,6,15.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,2,6,20.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,2,6,25.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,2,6,30.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,2,6,35.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,2,6,40.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,2,6,45.000000,10.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,3,6,0.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,3,6,5.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,3,6,10.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,3,6,15.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,3,6,20.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,3,6,25.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,3,6,30.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,3,6,35.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,3,6,40.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,3,6,45.000000,15.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,4,6,0.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,4,6,5.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,4,6,10.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,4,6,15.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,4,6,20.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,4,6,25.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,4,6,30.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,4,6,35.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,4,6,40.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,4,6,45.000000,20.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,5,6,0.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,5,6,5.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,5,6,10.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,5,6,15.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,5,6,20.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,5,6,25.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,5,6,30.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,5,6,35.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,5,6,40.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,5,6,45.000000,25.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,6,6,0.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,6,6,5.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,6,6,10.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,6,6,15.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,6,6,20.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,6,6,25.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,6,6,30.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,6,6,35.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,6,6,40.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,6,6,45.000000,30.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,7,6,0.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,7,6,5.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,7,6,10.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,7,6,15.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,7,6,20.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,7,6,25.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,7,6,30.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,7,6,35.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,7,6,40.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,7,6,45.000000,35.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,8,6,0.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,8,6,5.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,8,6,10.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,8,6,15.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,8,6,20.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,8,6,25.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,8,6,30.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,8,6,35.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,8,6,40.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,8,6,45.000000,40.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,9,6,0.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,9,6,5.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,9,6,10.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,9,6,15.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,9,6,20.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,9,6,25.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,9,6,30.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,9,6,35.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,9,6,40.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,9,6,45.000000,45.000000,30.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
